gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,child_num_over_five,duplicated_num,before_employed,house_owner
0,0,0,1,11.589886506106357,4,4,4,1,34.484931506849314,2.391899751466242,0,0,1,15,2.0,33.0,2.0,False,1,32.09303175538307,True
1,1,1,0,12.66032791780777,4,4,1,1,49.8986301369863,1.4239332126198254,1,0,0,10,2.0,20.0,2.0,False,11,48.47469692436648,True
0,0,0,3,11.54732689168756,4,4,1,5,37.463013698630135,2.588072979156842,0,0,0,8,5.0,14.0,2.0,False,2,34.874940719473294,True
1,1,1,0,11.813030057420567,4,4,3,1,31.526027397260275,1.5284358406083145,1,1,0,8,1.0,6.0,2.0,False,1,29.99759155665196,True
0,0,1,0,11.407564949312402,1,4,1,1,67.57534246575342,0.0,0,0,0,12,2.0,35.0,2.0,False,9,67.57534246575342,True
1,1,0,0,11.119882876860622,1,3,1,1,67.12328767123287,0.0,0,0,0,12,2.0,23.0,1.0,False,3,67.12328767123287,True
0,0,1,0,12.218495165528733,1,3,3,1,58.367123287671234,0.0,0,0,0,12,1.0,7.0,2.0,False,8,58.367123287671234,True
0,0,1,0,11.813030057420567,4,4,3,1,48.16164383561644,1.8271971311973505,1,0,0,8,1.0,59.0,0.0,False,1,46.334446704419086,True
0,0,1,1,11.813030057420567,4,4,1,1,40.95342465753425,2.665323806844328,0,0,0,8,3.0,4.0,2.0,False,5,38.28810085068992,True
0,1,1,2,12.100712129872347,0,1,1,1,32.106849315068494,2.1806496122420067,0,1,1,12,4.0,17.0,2.0,False,5,29.926199702826487,True
0,1,1,1,11.119882876860622,4,4,1,5,47.13972602739726,1.576575027581414,0,0,0,8,3.0,43.0,2.0,False,3,45.563150999815846,True
0,1,0,0,11.245046019814628,1,4,1,1,56.47123287671233,0.0,0,0,0,12,2.0,30.0,2.0,False,5,56.47123287671233,True
0,0,1,0,12.218495165528733,0,4,1,1,57.17808219178082,1.6746611306199888,0,0,0,11,2.0,36.0,2.0,False,7,55.50342106116083,True
1,1,1,4,11.967180737247824,4,1,1,1,31.17808219178082,1.7493189662381414,0,0,0,10,6.0,6.0,2.0,False,1,29.42876322554268,True
1,0,0,0,11.407564949312402,4,4,1,1,35.172602739726024,1.0441898546470358,0,0,0,4,2.0,26.0,0.0,False,1,34.12841288507899,True
0,0,0,0,12.631340380934516,2,1,1,1,34.73150684931507,2.7915852229304363,0,0,0,11,2.0,48.0,1.0,False,4,31.93992162638463,True
0,1,1,0,12.419165860990882,4,4,1,1,44.90684931506849,1.6838589471246204,0,0,0,17,2.0,8.0,2.0,False,5,43.22299036794387,True
0,1,1,1,12.506177237980513,0,4,1,1,37.98630136986301,1.724233232078798,0,1,0,15,3.0,4.0,1.0,False,6,36.26206813778421,True
0,1,1,0,11.813030057420567,4,4,1,1,48.72602739726028,1.7387824702936208,0,0,0,8,2.0,28.0,2.0,False,7,46.98724492696666,True
0,0,1,1,11.813030057420567,0,4,1,5,30.23013698630137,2.03246480075726,0,0,0,8,3.0,18.0,1.0,False,2,28.19767218554411,True
0,0,1,0,11.813030057420567,1,3,1,1,61.83287671232877,0.0,0,0,0,12,2.0,20.0,2.0,False,10,61.83287671232877,True
1,1,1,2,12.323855681186558,0,1,1,1,40.73698630136986,0.4869819657801534,0,0,1,12,4.0,48.0,2.0,False,7,40.25000433558971,True
0,0,1,0,11.502875129116727,1,4,1,1,64.64383561643835,0.0,0,1,0,12,2.0,8.0,2.0,False,1,64.64383561643835,True
0,0,1,0,10.937561320066669,1,4,1,1,65.32328767123288,0.0,0,1,0,12,2.0,6.0,2.0,False,3,65.32328767123288,True
0,0,0,0,11.502875129116727,4,1,1,1,40.16712328767123,2.7804345752109265,0,0,0,12,2.0,12.0,2.0,False,5,37.38668871246031,True
1,1,1,0,12.218495165528733,0,4,1,1,40.8027397260274,2.0960831211812683,0,0,0,8,2.0,36.0,0.0,False,1,38.70665660484613,True
1,0,1,1,11.967180737247824,0,4,1,1,29.24931506849315,1.9977707971444143,0,1,1,8,3.0,11.0,1.0,False,1,27.25154427134873,True
0,1,1,0,12.323855681186558,1,4,1,1,54.654794520547945,0.0,0,0,0,12,2.0,39.0,1.0,False,5,54.654794520547945,True
1,1,0,0,13.036805489042685,0,4,1,1,43.78082191780822,0.2821875531341401,1,1,0,4,2.0,42.0,2.0,False,3,43.49863436467408,True
1,1,1,1,12.218495165528733,4,4,1,1,50.99452054794521,2.454306209339283,0,0,0,8,3.0,12.0,2.0,False,3,48.54021433860592,True
0,0,0,0,11.877568578558138,4,4,1,1,39.70958904109589,0.6118479760622364,1,0,0,12,2.0,2.0,1.0,False,1,39.09774106503365,True
1,1,0,1,11.813030057420567,4,2,1,1,37.05205479452055,1.5134699821127489,0,1,0,12,3.0,37.0,2.0,False,4,35.538584812407805,True
1,1,0,0,12.793859310432293,4,1,0,1,32.44109589041096,2.248259086339133,1,0,0,10,2.0,39.0,2.0,False,5,30.19283680407183,True
0,0,1,1,11.813030057420567,4,4,1,1,31.775342465753425,1.999256129760606,0,0,0,12,3.0,5.0,2.0,False,3,29.77608633599282,True
0,0,1,0,11.813030057420567,2,4,1,1,56.27945205479452,3.288912899843328,0,1,0,3,2.0,40.0,1.0,False,7,52.99053915495119,True
0,0,1,0,11.813030057420567,2,1,2,1,45.18630136986302,3.2717021900772605,0,0,0,3,1.0,4.0,2.0,False,5,41.91459917978575,True
0,0,1,0,12.218495165528733,0,4,1,1,48.827397260273976,1.7474114787737467,0,0,0,10,2.0,15.0,0.0,False,1,47.07998578150023,True
0,0,1,1,12.049418835484795,1,4,0,1,48.21095890410959,0.0,0,0,0,12,3.0,6.0,1.0,False,1,48.21095890410959,True
0,0,1,1,12.218495165528733,4,2,1,1,29.44109589041096,1.389713167868676,0,1,0,15,3.0,40.0,2.0,False,2,28.05138272254228,True
1,0,1,0,13.017002861746503,0,4,3,5,28.39178082191781,1.5068133765951488,0,0,0,10,1.0,7.0,0.0,False,3,26.884967445322665,True
0,0,1,0,11.967180737247824,4,1,0,5,22.56986301369863,1.046116637516736,0,0,0,0,2.0,17.0,1.0,False,4,21.523746376181894,True
1,1,1,0,12.323855681186558,1,1,1,1,65.47671232876712,0.0,0,0,0,12,2.0,10.0,1.0,False,4,65.47671232876712,True
0,1,1,0,13.017002861746503,2,1,1,1,54.07397260273972,2.75252578709385,0,0,0,12,2.0,49.0,0.0,False,3,51.32144681564587,True
0,0,1,0,12.419165860990882,0,1,1,1,32.64109589041096,2.215324618979837,0,0,0,15,2.0,46.0,2.0,False,5,30.42577127143112,True
1,1,1,2,12.58621994565405,0,1,1,1,42.09041095890411,2.3140262420402515,0,0,0,6,4.0,32.0,2.0,False,1,39.77638471686386,True
0,1,1,0,10.283634852660002,1,4,1,1,55.03013698630137,0.0,0,0,0,12,2.0,6.0,1.0,False,4,55.03013698630137,True
0,1,0,0,10.937561320066669,1,4,1,1,65.13150684931507,0.0,0,1,0,12,2.0,57.0,2.0,False,3,65.13150684931507,True
1,0,1,0,11.813030057420567,0,4,1,1,35.487671232876714,1.750747197854405,1,1,0,8,2.0,30.0,2.0,False,1,33.73692403502231,True
0,1,0,0,12.66032791780777,4,1,1,1,37.23835616438356,2.360854001118021,0,1,1,0,2.0,20.0,2.0,False,6,34.87750216326554,True
1,1,1,2,12.506177237980513,4,4,0,1,39.66301369863014,0.5893075777428256,1,1,0,4,4.0,14.0,2.0,False,3,39.07370612088732,True
0,0,1,1,12.100712129872347,2,4,1,1,39.92876712328767,1.2922847051307538,0,1,1,11,3.0,59.0,1.0,False,4,38.63648241815692,True
1,0,1,0,12.323855681186558,4,4,3,1,28.84931506849315,1.9985137392291072,0,0,0,8,1.0,1.0,1.0,False,1,26.850801329264044,True
1,1,0,0,12.323855681186558,2,1,1,0,39.824657534246576,2.337581935031142,0,1,0,10,2.0,9.0,2.0,False,4,37.48707559921544,True
1,1,0,2,12.323855681186558,2,1,1,5,29.964383561643835,1.6518148617688193,0,0,0,6,4.0,13.0,2.0,False,9,28.312568699875012,True
1,1,1,0,12.66032791780777,0,1,1,1,59.11232876712329,1.33500106673234,0,0,0,4,2.0,3.0,1.0,False,1,57.77732770039095,True
0,0,0,0,11.119882876860622,1,4,2,1,58.94794520547945,0.0,0,0,0,12,1.0,17.0,2.0,False,3,58.94794520547945,True
0,0,0,1,11.813030057420567,0,4,1,1,39.55616438356165,0.4970323016336548,0,0,0,15,3.0,39.0,2.0,False,3,39.059132081928,True
0,0,1,0,12.66032791780777,4,4,2,1,41.79726027397261,2.3042275789915494,0,0,0,8,1.0,42.0,0.0,False,4,39.49303269498106,True
0,0,0,0,12.793859310432293,0,4,1,1,50.9041095890411,1.7802782868540987,0,0,0,10,2.0,44.0,2.0,False,5,49.123831302187,True
1,0,1,0,11.967180737247824,4,4,1,1,57.07123287671233,2.033182418297923,0,0,0,4,2.0,32.0,2.0,False,3,55.0380504584144,True
0,0,1,0,12.100712129872347,0,4,1,1,28.5972602739726,1.9744614711473896,0,1,0,12,2.0,47.0,2.0,False,9,26.62279880282521,True
0,0,0,1,11.813030057420567,4,4,1,1,39.61917808219178,1.6777364790202367,0,1,0,8,3.0,11.0,1.0,False,2,37.94144160317154,True
0,0,0,0,11.302204433654577,1,1,3,1,63.81095890410959,0.0,0,1,0,12,1.0,-0.0,1.0,False,3,63.81095890410959,True
0,0,1,0,11.630708500626612,1,4,1,1,63.08493150684932,0.0,0,0,0,12,2.0,45.0,2.0,False,7,63.08493150684932,True
0,1,1,0,11.630708500626612,0,4,1,1,42.28767123287671,0.5200975745646509,0,0,0,8,2.0,50.0,2.0,False,2,41.76757365831206,True
1,1,0,0,12.58621994565405,2,4,2,3,49.224657534246575,2.6759420332664794,0,0,0,10,1.0,15.0,2.0,False,3,46.548715500980094,True
1,0,0,1,11.845819880243557,4,4,1,4,23.78630136986301,1.2181188508828418,1,0,0,6,3.0,26.0,2.0,False,1,22.56818251898017,True
0,0,1,0,11.407564949312402,1,4,1,1,62.16164383561644,0.0,0,0,0,12,2.0,9.0,2.0,False,4,62.16164383561644,True
0,1,0,0,11.813030057420567,0,4,1,1,28.616438356164384,0.5200975745646509,0,0,0,8,2.0,5.0,2.0,False,10,28.09634078159973,True
1,0,0,0,12.100712129872347,4,4,2,2,47.86301369863013,3.166919008307649,0,0,0,8,1.0,5.0,1.0,False,3,44.69609469032248,True
0,0,0,0,11.967180737247824,4,2,1,1,33.97808219178082,1.256279283898124,1,0,0,10,2.0,23.0,2.0,False,2,32.7218029078827,True
0,0,1,0,11.407564949312402,1,4,1,1,67.57534246575342,0.0,0,0,0,12,2.0,35.0,2.0,False,9,67.57534246575342,True
0,0,1,0,12.58621994565405,1,4,0,1,62.24657534246575,0.0,0,1,0,12,2.0,9.0,2.0,False,2,62.24657534246575,True
1,1,1,0,11.813030057420567,4,1,0,1,52.93698630136986,1.035473092432619,1,1,0,8,2.0,13.0,1.0,False,2,51.901513208937246,True
0,0,1,0,12.323855681186558,4,1,4,1,56.26849315068493,2.781113923063141,1,0,0,15,1.0,5.0,2.0,False,10,53.487379227621794,True
0,0,1,0,12.100712129872347,1,4,3,1,64.64109589041095,0.0,0,0,0,12,1.0,45.0,2.0,False,4,64.64109589041095,True
1,1,1,4,11.967180737247824,4,1,1,1,31.17808219178082,1.7493189662381414,0,0,0,10,6.0,37.0,1.0,False,4,29.42876322554268,True
0,0,1,0,11.432257561902771,1,4,4,1,63.3013698630137,0.0,0,0,0,12,1.0,1.0,1.0,False,1,63.3013698630137,True
0,1,1,1,11.630708500626612,0,4,1,1,41.394520547945206,1.8498560526919452,0,0,0,3,3.0,23.0,0.0,False,1,39.54466449525326,True
1,0,0,2,12.218495165528733,4,4,1,5,30.01095890410959,1.1122179407238884,0,0,0,4,4.0,39.0,2.0,False,4,28.898740963385706,True
0,1,1,1,12.66032791780777,2,1,4,1,49.95342465753425,0.7721355918785756,0,1,1,12,2.0,26.0,2.0,False,2,49.18128906565568,True
1,0,0,0,12.323855681186558,0,2,1,1,24.82191780821918,0.4172673331647923,1,1,0,15,2.0,42.0,2.0,False,2,24.40465047505439,True
0,1,0,2,11.967180737247824,0,1,1,1,36.95342465753425,2.4159137783010487,0,0,0,12,4.0,26.0,2.0,False,6,34.5375108792332,True
0,1,0,0,12.323855681186558,0,4,1,1,38.153424657534245,0.8628321533493879,0,0,0,15,2.0,8.0,2.0,False,4,37.29059250418486,True
0,0,1,0,11.184421397998191,1,4,1,1,60.76438356164383,0.0,0,0,0,12,2.0,17.0,1.0,False,2,60.76438356164383,True
0,0,1,0,12.218495165528733,1,4,0,1,60.38904109589041,0.0,0,0,0,12,2.0,22.0,1.0,False,8,60.38904109589041,True
0,0,1,0,11.70766954176274,4,4,0,1,50.72054794520548,3.1512127928231344,0,0,0,6,2.0,57.0,2.0,False,4,47.56933515238235,True
0,0,1,2,10.976782033219948,4,1,1,1,38.98082191780822,2.8507856812021,0,0,0,3,4.0,31.0,2.0,False,2,36.13003623660613,True
0,1,1,0,11.502875129116727,1,4,0,1,58.97808219178082,0.0,0,0,0,12,2.0,36.0,2.0,False,3,58.97808219178082,True
0,1,0,0,12.729320789294722,4,4,3,1,26.756164383561643,0.6043908199541542,1,0,1,12,1.0,43.0,2.0,False,4,26.151773563607488,True
1,0,1,2,12.100712129872347,4,4,1,1,29.15068493150685,1.6278966341389525,1,1,0,8,4.0,33.0,2.0,False,5,27.522788297367896,True
0,0,0,0,11.967180737247824,4,1,1,1,31.82191780821918,2.202083378270701,0,0,0,15,2.0,7.0,2.0,False,4,29.61983442994848,True
0,0,1,0,11.630708500626612,2,1,0,5,24.493150684931507,0.9124477405949872,0,0,0,12,2.0,3.0,0.0,False,1,23.58070294433652,True
0,0,1,0,12.66032791780777,1,4,4,1,62.61369863013699,0.0,0,1,0,12,1.0,34.0,1.0,False,3,62.61369863013699,True
1,1,1,0,12.382124589310534,4,1,1,5,33.38904109589041,2.0954092667083306,0,0,0,8,2.0,55.0,0.0,False,2,31.293631829182083,True
0,0,0,0,11.99535161421452,4,4,1,1,46.36986301369863,1.7074840720573,1,0,0,6,2.0,12.0,1.0,False,4,44.66237894164133,True
1,1,1,2,12.66032791780777,4,1,1,1,34.06575342465754,2.346011911191601,0,0,0,3,4.0,10.0,0.0,False,1,31.719741513465934,True
0,0,0,0,11.54732689168756,1,4,3,1,64.21643835616439,0.0,0,1,0,12,1.0,15.0,2.0,False,2,64.21643835616439,True
0,0,1,0,11.813030057420567,1,4,1,1,59.30684931506849,0.0,0,0,0,12,2.0,41.0,1.0,False,5,59.30684931506849,True
0,0,0,1,10.714417768752456,2,4,1,1,30.96986301369863,2.481017819541118,1,1,0,11,3.0,45.0,2.0,False,1,28.488845194157516,True
0,0,1,0,11.70766954176274,1,4,1,1,55.61643835616438,0.0,0,0,0,12,2.0,13.0,2.0,False,1,55.61643835616438,True
0,0,1,0,11.119882876860622,1,4,1,1,57.26027397260274,0.0,0,1,0,12,2.0,11.0,1.0,False,7,57.26027397260274,True
1,0,0,0,12.323855681186558,4,4,1,1,35.37260273972603,1.779816286383881,0,0,0,8,2.0,37.0,2.0,False,1,33.59278645334214,True
1,0,0,0,12.100712129872347,4,4,1,1,53.74794520547945,1.6919643613074418,1,1,0,8,2.0,38.0,2.0,False,3,52.05598084417201,True
0,1,0,0,11.70766954176274,1,4,3,1,63.91232876712328,0.0,0,0,0,12,1.0,59.0,2.0,False,8,63.91232876712328,True
1,0,0,0,11.877568578558138,4,4,0,1,45.536986301369865,0.473422435994521,0,0,0,12,2.0,26.0,2.0,False,4,45.06356386537534,True
0,0,1,0,11.630708500626612,4,2,3,4,22.86849315068493,1.6823318406939696,0,0,0,8,1.0,-0.0,1.0,False,2,21.18616130999096,True
0,0,1,1,11.630708500626612,4,4,1,1,37.64657534246575,2.7281213929226307,0,0,0,8,3.0,22.0,2.0,False,4,34.91845394954312,True
1,1,1,1,12.793859310432293,4,1,1,1,42.61917808219178,1.5337691865836771,0,0,0,4,3.0,54.0,2.0,False,1,41.0854088956081,True
0,0,1,0,12.323855681186558,1,4,1,1,57.50410958904109,0.0,0,0,0,12,2.0,59.0,2.0,False,8,57.50410958904109,True
0,0,1,0,11.813030057420567,1,4,1,1,56.013698630136986,0.0,0,0,0,12,2.0,50.0,2.0,False,5,56.013698630136986,True
0,0,0,1,11.813030057420567,2,4,3,1,47.53424657534247,2.657861799580408,0,0,0,8,2.0,53.0,2.0,False,2,44.87638477576206,True
0,1,1,1,12.793859310432293,4,1,1,1,31.832876712328765,2.0516619775727603,0,0,0,12,3.0,58.0,1.0,False,10,29.78121473475601,True
1,1,0,2,12.965709567358951,0,1,1,1,39.89315068493151,2.6390573296152584,0,1,0,12,4.0,48.0,2.0,False,5,37.25409335531626,True
0,0,0,0,11.407564949312402,0,4,1,1,30.756164383561643,0.7121436812506003,0,1,0,12,2.0,9.0,0.0,False,1,30.04402070231104,True
0,0,1,0,11.407564949312402,2,4,1,1,43.71780821917808,2.386372099200574,0,1,0,12,2.0,4.0,0.0,False,1,41.33143611997751,True
0,1,0,0,12.049418835484795,0,1,3,1,27.22465753424657,0.302638163605431,1,1,0,15,1.0,2.0,1.0,False,1,26.92201937064114,True
1,1,0,1,12.323855681186558,4,4,1,1,51.18904109589041,2.033182418297923,0,0,1,4,3.0,55.0,2.0,False,4,49.15585867759248,True
0,0,1,0,11.589886506106357,1,4,1,1,63.13424657534247,0.0,0,1,0,12,2.0,24.0,2.0,False,2,63.13424657534247,True
0,0,1,0,12.218495165528733,1,4,4,1,57.87945205479452,0.0,0,0,0,12,1.0,10.0,2.0,False,19,57.87945205479452,True
1,1,0,0,12.100712129872347,0,4,1,2,38.586301369863016,2.126599585362921,1,0,0,4,2.0,37.0,2.0,False,4,36.4597017845001,True
1,0,1,1,12.36307639433984,4,4,1,1,32.794520547945204,1.7559666640335652,0,0,0,8,3.0,13.0,2.0,False,7,31.03855388391164,True
0,0,0,0,12.049418835484795,4,4,1,1,47.96712328767124,1.7074840720573,0,0,0,8,2.0,17.0,2.0,False,6,46.25963921561394,True
0,0,1,0,11.669929213779891,4,4,1,1,47.85753424657534,0.6793538584276094,1,1,0,12,2.0,60.0,2.0,False,2,47.17818038814773,True
0,1,1,1,11.967180737247824,0,4,1,1,42.06849315068493,2.5697848551626943,0,0,0,15,3.0,15.0,2.0,False,3,39.49870829552224,True
0,0,0,0,11.813030057420567,4,4,1,1,38.57534246575342,1.8116516260466544,0,1,0,12,2.0,43.0,2.0,False,6,36.76369083970677,True
0,1,0,0,10.357742824813725,0,4,1,1,48.66301369863014,3.0995985226664984,1,1,0,1,2.0,33.0,2.0,False,3,45.56341517596364,True
0,0,0,0,11.407564949312402,4,4,0,1,31.88767123287672,2.3156500583645787,1,0,0,18,2.0,4.0,1.0,False,1,29.572021174512138,True
0,0,1,0,12.218495165528733,4,4,2,1,51.88767123287671,3.5371003890076977,0,0,0,8,1.0,7.0,2.0,False,2,48.350570843869015,True
0,1,1,0,12.877740794412995,4,4,1,1,46.56164383561644,3.039814700507738,0,0,0,3,2.0,53.0,2.0,False,13,43.521829135108696,True
0,0,1,0,12.323855681186558,4,1,4,1,58.76712328767123,3.618662742063021,0,0,0,3,1.0,60.0,2.0,False,3,55.14846054560821,True
0,0,0,1,11.813030057420567,4,4,1,1,48.515068493150686,1.6684819142540308,0,0,0,12,3.0,33.0,2.0,False,5,46.846586578896655,True
1,1,1,1,12.100712129872347,4,4,1,1,46.05205479452055,2.3140262420402515,0,0,0,10,3.0,12.0,2.0,False,3,43.7380285524803,True
1,0,1,0,11.967180737247824,0,4,1,1,38.51780821917808,1.5640392508864334,1,0,0,4,2.0,42.0,2.0,False,1,36.95376896829165,True
1,1,1,2,12.100712129872347,4,1,1,1,53.64383561643836,1.4747316616364534,0,0,0,8,4.0,57.0,2.0,False,2,52.16910395480191,True
0,0,1,0,11.967180737247824,0,4,1,1,48.01095890410959,1.9427741213969656,1,1,0,8,2.0,36.0,2.0,False,4,46.06818478271263,True
0,0,1,1,11.813030057420567,4,1,1,1,42.8054794520548,3.152267583427815,1,1,0,6,3.0,27.0,2.0,False,1,39.65321186862698,True
1,1,1,2,11.967180737247824,0,1,1,5,38.88219178082192,0.9988171807474966,0,0,0,4,4.0,3.0,1.0,False,3,37.883374600074426,True
0,1,0,0,12.14950229404178,0,4,1,1,48.942465753424656,1.0755165738734604,1,0,0,6,2.0,6.0,0.0,False,3,47.8669491795512,True
0,0,1,1,11.813030057420567,4,4,3,1,46.76164383561644,3.170030864676946,0,0,0,8,2.0,59.0,1.0,False,2,43.59161297093949,True
0,1,1,0,10.836635401476704,1,1,1,1,59.9013698630137,0.0,0,0,0,12,2.0,4.0,2.0,False,4,59.9013698630137,True
0,0,1,0,12.58621994565405,4,1,1,1,51.40821917808219,3.272013991773909,0,0,0,6,2.0,9.0,2.0,False,3,48.13620518630828,True
1,1,1,0,12.323855681186558,0,1,3,1,54.46027397260274,2.9366219156199884,0,0,0,10,1.0,14.0,2.0,False,1,51.52365205698276,True
0,0,1,0,12.323855681186558,4,4,3,1,48.87671232876713,1.7835063274713343,0,0,0,3,1.0,13.0,2.0,False,6,47.09320600129579,True
0,0,1,1,12.100712129872347,4,4,1,1,29.164383561643834,2.450768886938432,1,1,0,15,3.0,37.0,1.0,False,2,26.713614674705404,True
0,1,1,0,12.506177237980513,4,4,2,1,45.43013698630137,1.4519025154752851,1,1,0,1,1.0,19.0,2.0,False,2,43.97823447082609,True
0,1,1,1,11.813030057420567,2,4,1,2,32.92602739726028,2.212630409896146,0,0,0,12,3.0,28.0,2.0,False,1,30.71339698736413,True
1,1,1,1,12.323855681186558,4,1,2,2,47.136986301369866,1.8916254655682403,0,1,0,17,2.0,58.0,2.0,False,2,45.24536083580163,True
1,0,1,0,12.911642346088676,0,1,1,1,44.84109589041096,1.9289371740055976,0,1,0,4,2.0,30.0,0.0,False,3,42.912158716405365,True
0,1,1,0,11.119882876860622,2,1,0,1,32.75068493150685,0.9298963839299336,0,0,0,3,2.0,9.0,2.0,False,1,31.820788547576917,True
1,0,1,0,11.54732689168756,4,4,3,1,54.33150684931507,1.1432625624058486,0,0,0,8,1.0,8.0,2.0,False,2,53.18824428690922,True
0,1,1,0,12.218495165528733,0,4,1,1,26.336986301369866,1.3794214818321286,0,0,0,3,2.0,22.0,2.0,False,4,24.957564819537737,True
0,0,1,1,12.323855681186558,0,4,1,1,34.18630136986302,2.377514645366513,0,0,0,10,3.0,22.0,2.0,False,7,31.808786724496503,True
0,0,1,0,11.967180737247824,4,1,2,1,48.26849315068493,2.4220106146479323,0,0,0,12,1.0,45.0,0.0,False,2,45.846482536037,True
0,0,1,0,12.218495165528733,0,1,1,1,26.473972602739725,0.4682898327680008,0,0,0,12,2.0,15.0,1.0,False,2,26.005682769971724,True
0,0,0,0,11.54732689168756,4,4,3,1,33.83013698630137,0.7708689672633826,1,1,0,15,1.0,37.0,1.0,False,3,33.05926801903799,True
0,0,0,0,10.357742824813725,1,4,1,1,57.08493150684932,0.0,0,0,0,12,2.0,12.0,2.0,False,1,57.08493150684932,True
1,1,1,0,12.66032791780777,0,1,1,3,37.342465753424655,2.566423507459989,0,0,0,3,2.0,31.0,2.0,False,5,34.77604224596467,True
0,0,0,0,11.779128505744886,1,4,2,1,66.55616438356165,0.0,0,0,0,12,1.0,3.0,1.0,False,2,66.55616438356165,True
0,0,1,0,12.125404742462718,1,4,0,1,56.153424657534245,0.0,0,0,0,12,2.0,7.0,2.0,False,3,56.153424657534245,True
0,1,1,0,12.130270932113891,1,4,4,1,64.61369863013698,0.0,0,0,0,12,1.0,55.0,0.0,False,2,64.61369863013698,True
0,1,1,1,11.813030057420567,4,4,2,1,32.35616438356164,1.0207741506661918,1,1,0,15,2.0,24.0,1.0,False,5,31.33539023289545,True
0,1,1,1,12.58621994565405,0,2,3,1,37.74520547945205,0.6695840668318044,1,1,0,0,2.0,49.0,2.0,False,1,37.07562141262025,True
1,1,0,0,12.100712129872347,0,4,1,2,38.586301369863016,2.126599585362921,1,0,0,4,2.0,47.0,2.0,False,4,36.4597017845001,True
0,0,1,3,10.714417768752456,4,4,1,1,42.57534246575342,3.143797940984744,1,1,0,12,5.0,3.0,0.0,False,1,39.43154452476868,True
0,0,0,0,12.100712129872347,0,4,3,1,31.07397260273973,2.020912325706109,0,0,0,12,1.0,49.0,2.0,False,4,29.05306027703362,True
0,1,0,0,10.976782033219948,1,4,1,1,55.65753424657535,0.0,0,0,0,12,2.0,44.0,2.0,False,3,55.65753424657535,True
1,1,0,0,11.630708500626612,4,4,1,1,27.578082191780823,1.1893458014450229,0,0,0,8,2.0,16.0,2.0,False,4,26.3887363903358,True
0,0,1,0,11.669929213779891,1,1,1,1,58.706849315068496,0.0,0,1,0,12,2.0,23.0,2.0,False,5,58.706849315068496,True
0,0,1,0,12.100712129872347,1,3,1,1,60.73698630136986,0.0,0,0,0,12,2.0,28.0,1.0,False,2,60.73698630136986,True
0,0,1,0,11.407564949312402,4,4,1,1,45.778082191780825,1.2381756804618556,0,0,0,12,2.0,11.0,1.0,False,1,44.53990651131897,True
0,0,1,0,12.218495165528733,1,4,1,1,58.04383561643836,0.0,0,0,0,12,2.0,28.0,1.0,False,4,58.04383561643836,True
1,0,0,0,12.793859310432293,4,4,0,1,34.30958904109589,2.7144225485644684,0,0,0,8,2.0,9.0,2.0,False,3,31.595166492531423,True
0,0,1,0,12.729320789294722,2,1,3,1,43.38356164383562,0.7294658998549572,1,1,0,10,1.0,37.0,2.0,False,2,42.65409574398066,True
0,0,0,0,11.813030057420567,4,1,1,1,42.65753424657535,1.6929729342623263,0,1,0,15,2.0,1.0,1.0,False,1,40.96456131231302,True
0,0,1,0,11.813030057420567,0,4,1,1,30.378082191780823,1.6022891330204332,0,1,0,2,2.0,1.0,1.0,False,8,28.77579305876039,True
0,1,1,0,12.66032791780777,0,2,3,1,25.013698630136982,1.5703267823174747,0,1,0,3,1.0,8.0,1.0,False,2,23.443371847819503,True
1,0,1,2,11.967180737247824,4,4,1,1,41.18082191780822,1.5961999915934644,0,0,0,8,4.0,34.0,2.0,False,4,39.58462192621475,True
0,0,1,0,11.302204433654577,4,4,1,1,46.391780821917806,3.382670652390572,1,1,0,11,2.0,10.0,2.0,False,4,43.00911016952723,True
0,1,0,0,11.630708500626612,4,1,1,2,42.23835616438356,1.667448322430748,0,0,0,12,2.0,23.0,2.0,False,1,40.57090784195281,True
0,0,1,0,12.45488394359296,0,1,2,1,53.70958904109589,1.2967892172518585,0,0,0,10,1.0,36.0,0.0,False,4,52.41279982384403,True
0,0,1,0,11.184421397998191,1,4,1,1,50.72328767123288,0.0,0,0,0,12,2.0,14.0,2.0,False,3,50.72328767123288,True
0,0,0,1,10.976782033219948,4,4,1,1,39.55342465753424,2.0033294551482417,0,0,0,3,3.0,39.0,2.0,False,1,37.550095202386,True
0,0,1,2,11.813030057420567,4,4,1,1,35.35068493150685,2.5773068296173824,0,0,0,17,4.0,40.0,2.0,False,8,32.77337810188946,True
0,0,1,0,11.967180737247824,2,2,0,1,28.32328767123288,1.1562779305179187,0,0,0,3,2.0,21.0,2.0,False,3,27.16700974071496,True
1,0,1,0,12.100712129872347,2,1,1,1,66.31232876712329,2.047074004111099,0,0,0,13,2.0,1.0,1.0,False,5,64.2652547630122,True
1,1,1,0,12.100712129872347,4,4,3,1,50.61643835616438,1.7719294442962896,0,0,0,1,1.0,22.0,2.0,False,2,48.84450891186809,True
0,0,1,0,12.100712129872347,0,4,1,1,50.66575342465753,0.7228389703673483,0,0,0,15,2.0,15.0,2.0,False,1,49.94291445429018,True
