index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
2036,M,Y,Y,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,32.153424657534245,3.208219178082192,1,0,0,0,No job,4.0,15.0,2.0
2037,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,61.205479452054796,0.0,1,0,0,0,No job,2.0,47.0,1.0
2038,F,Y,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,64.23835616438356,0.0,1,0,0,0,No job,2.0,10.0,2.0
2039,F,Y,N,1,90000.0,State servant,Secondary / secondary special,Married,Municipal apartment,38.057534246575344,19.397260273972602,1,1,1,0,Medicine staff,3.0,38.0,2.0
2040,M,Y,Y,2,180000.0,State servant,Secondary / secondary special,Married,House / apartment,33.583561643835615,14.931506849315069,1,0,0,0,Drivers,4.0,34.0,2.0
2041,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,43.394520547945206,3.7835616438356166,1,0,1,0,High skill tech staff,1.0,35.0,1.0
2042,M,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205479452,4.178082191780822,1,1,1,0,Low-skill Laborers,2.0,16.0,2.0
2043,F,N,N,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.15890410958904,0.0,1,0,0,0,No job,2.0,13.0,1.0
2044,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,59.66575342465753,0.0,1,0,1,0,No job,1.0,58.0,2.0
2045,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.172602739726024,12.473972602739726,1,0,1,0,Laborers,2.0,35.0,2.0
2046,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.1945205479452,9.147945205479452,1,0,0,0,No job,1.0,4.0,1.0
2047,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,31.246575342465754,5.298630136986302,1,1,0,0,No job,2.0,6.0,2.0
2048,M,N,N,0,279000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.868493150684934,6.342465753424658,1,1,0,0,No job,2.0,47.0,0.0
2049,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.131506849315066,0.6219178082191781,1,0,0,0,Managers,2.0,43.0,2.0
2050,F,Y,Y,0,202500.0,State servant,Higher education,Single / not married,House / apartment,38.701369863013696,7.326027397260274,1,0,0,1,Core staff,1.0,51.0,2.0
2051,F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,31.372602739726027,6.043835616438356,1,0,1,0,Accountants,2.0,12.0,0.0
2052,F,N,Y,0,126000.0,Pensioner,Higher education,Married,House / apartment,59.97808219178082,0.0,1,0,0,0,No job,2.0,41.0,2.0
2053,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.556164383561644,0.0,1,0,0,0,No job,2.0,16.0,2.0
2054,M,Y,N,2,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.301369863013697,12.67123287671233,1,1,0,0,Laborers,4.0,57.0,2.0
2055,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.583561643835615,5.2164383561643834,1,0,0,0,Laborers,2.0,11.0,2.0
2056,F,N,Y,2,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.87123287671233,4.76986301369863,1,0,0,1,Sales staff,4.0,47.0,2.0
2057,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,62.8,0.0,1,0,1,0,No job,1.0,22.0,2.0
2058,M,Y,Y,1,198000.0,Working,Secondary / secondary special,Married,House / apartment,42.26575342465753,9.06027397260274,1,1,1,0,Drivers,3.0,29.0,2.0
2059,F,Y,Y,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,48.64383561643836,1.0986301369863014,1,0,0,0,No job,3.0,55.0,2.0
2060,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,33.635616438356166,2.6904109589041094,1,1,1,0,High skill tech staff,4.0,39.0,0.0
2061,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,60.298630136986304,30.364383561643837,1,0,0,0,Laborers,2.0,17.0,2.0
2062,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,24.556164383561644,4.071232876712329,1,0,1,0,Core staff,3.0,21.0,2.0
2063,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.31232876712329,1.0164383561643835,1,0,0,0,Laborers,2.0,2.0,0.0
2064,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,46.95890410958904,11.849315068493151,1,0,0,0,No job,2.0,27.0,2.0
2065,M,Y,N,0,247500.0,Working,Higher education,Married,Municipal apartment,46.78082191780822,4.972602739726027,1,0,0,1,Security staff,2.0,13.0,2.0
2066,M,N,N,1,112500.0,Working,Secondary / secondary special,Separated,With parents,42.16438356164384,4.424657534246576,1,0,0,0,Laborers,2.0,30.0,2.0
2067,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,25.26027397260274,4.035616438356165,1,0,0,0,Core staff,1.0,24.0,1.0
2068,F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.6986301369863,11.284931506849315,1,0,0,0,Laborers,3.0,36.0,2.0
2069,F,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,51.895890410958906,13.2986301369863,1,1,0,0,Sales staff,2.0,53.0,0.0
2070,F,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,54.31780821917808,7.912328767123288,1,0,0,1,High skill tech staff,1.0,24.0,2.0
2071,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.394520547945206,3.3534246575342466,1,0,1,1,Security staff,2.0,28.0,2.0
2072,F,N,Y,2,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,43.49041095890411,8.104109589041096,1,1,1,0,Sales staff,4.0,20.0,2.0
2073,M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,33.68767123287671,11.819178082191781,1,0,0,0,No job,4.0,56.0,2.0
2074,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,50.9013698630137,5.50958904109589,1,1,0,0,No job,2.0,39.0,2.0
2075,F,N,N,1,162000.0,Working,Secondary / secondary special,Married,Municipal apartment,41.47123287671233,6.131506849315069,1,1,1,0,Sales staff,3.0,40.0,1.0
2076,M,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.558904109589044,0.0,1,0,0,0,No job,1.0,8.0,2.0
2077,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.394520547945206,0.0,1,0,0,0,No job,2.0,46.0,0.0
2078,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,27.235616438356164,5.4520547945205475,1,0,0,0,Drivers,2.0,7.0,2.0
2079,F,N,Y,0,288000.0,Working,Secondary / secondary special,Married,House / apartment,54.41917808219178,12.194520547945206,1,0,0,0,No job,2.0,43.0,1.0
2080,F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,53.26301369863014,11.134246575342466,1,0,0,0,Managers,2.0,30.0,1.0
2081,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,41.61095890410959,2.936986301369863,1,0,0,0,No job,1.0,11.0,1.0
2082,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,51.416438356164385,5.046575342465753,1,0,0,0,Cleaning staff,2.0,29.0,2.0
2083,M,N,N,2,360000.0,Working,Higher education,Married,Rented apartment,41.0986301369863,3.4136986301369863,1,0,0,0,Core staff,4.0,19.0,2.0
2084,F,N,Y,0,121500.0,Working,Incomplete higher,Civil marriage,Rented apartment,23.054794520547944,1.1534246575342466,1,0,0,0,Sales staff,2.0,10.0,2.0
2085,M,Y,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,31.53698630136986,9.893150684931507,1,0,0,0,High skill tech staff,3.0,30.0,1.0
2086,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,39.75616438356165,4.901369863013699,1,0,0,1,Laborers,2.0,40.0,2.0
2087,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,32.75342465753425,2.4465753424657533,1,1,1,1,Laborers,2.0,10.0,2.0
2088,F,N,Y,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,33.53972602739726,5.608219178082192,1,0,0,0,Core staff,4.0,35.0,2.0
2089,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,28.443835616438356,2.9616438356164383,1,0,1,0,Sales staff,3.0,13.0,2.0
2090,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.95616438356164,15.808219178082192,1,0,0,0,High skill tech staff,3.0,1.0,1.0
2091,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,Rented apartment,31.734246575342464,9.334246575342465,1,1,0,0,Laborers,3.0,24.0,1.0
2092,F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,31.372602739726027,6.043835616438356,1,0,1,0,Accountants,2.0,49.0,1.0
2093,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,62.320547945205476,0.0,1,0,0,0,No job,2.0,8.0,2.0
2094,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,57.12328767123287,15.186301369863013,1,0,1,0,Sales staff,2.0,12.0,2.0
2095,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,27.545205479452054,1.5643835616438355,1,1,1,1,Drivers,3.0,1.0,1.0
2096,M,Y,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,24.895890410958906,2.8794520547945206,1,0,0,0,Laborers,3.0,25.0,2.0
2097,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,30.375342465753423,1.295890410958904,1,0,0,0,Cleaning staff,3.0,7.0,2.0
2098,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,30.983561643835618,7.432876712328767,1,1,0,0,Sales staff,2.0,34.0,2.0
2099,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.556164383561644,0.0,1,0,0,0,No job,2.0,16.0,2.0
2100,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,44.38082191780822,9.345205479452055,1,1,0,0,Private service staff,2.0,51.0,2.0
2101,F,N,Y,1,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.00547945205479,0.0,1,0,1,0,No job,3.0,21.0,2.0
2102,F,N,N,0,315000.0,State servant,Higher education,Married,House / apartment,58.21095890410959,18.213698630136985,1,0,0,0,Core staff,2.0,9.0,2.0
2103,F,N,Y,0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.83561643835616,15.46027397260274,1,0,0,0,No job,2.0,1.0,1.0
2104,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.556164383561644,0.0,1,0,0,0,No job,2.0,54.0,2.0
2105,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,43.827397260273976,5.183561643835616,1,1,1,0,Laborers,3.0,48.0,2.0
2106,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.47945205479452,2.5424657534246577,1,0,0,0,Accountants,2.0,13.0,2.0
2107,F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,With parents,32.81643835616438,7.616438356164384,1,0,1,0,Sales staff,2.0,12.0,2.0
2108,M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25.115068493150684,2.5945205479452054,1,0,0,0,Cooking staff,1.0,2.0,1.0
2109,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,46.515068493150686,2.249315068493151,1,0,0,0,No job,2.0,38.0,2.0
2110,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,58.12602739726027,9.975342465753425,1,0,0,0,Managers,2.0,51.0,2.0
2111,F,N,Y,0,270000.0,Commercial associate,Lower secondary,Civil marriage,House / apartment,40.02465753424657,5.046575342465753,1,1,1,0,Sales staff,2.0,25.0,2.0
2112,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.43835616438356,0.0,1,0,0,0,No job,2.0,54.0,2.0
2113,F,N,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,56.59452054794521,15.443835616438356,1,0,0,0,Accountants,1.0,36.0,2.0
2114,F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,48.80821917808219,2.5534246575342467,1,0,0,0,Core staff,3.0,27.0,1.0
2115,M,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,27.372602739726027,2.0986301369863014,1,1,0,0,Laborers,1.0,27.0,2.0
2116,F,Y,Y,0,540000.0,Commercial associate,Higher education,Married,House / apartment,37.69315068493151,6.945205479452055,1,0,0,1,Managers,2.0,8.0,0.0
2117,F,N,Y,0,450000.0,State servant,Higher education,Single / not married,House / apartment,55.18356164383562,8.473972602739726,1,0,1,1,Core staff,1.0,26.0,2.0
2118,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.09315068493151,0.0,1,0,0,0,No job,1.0,6.0,1.0
2119,F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,46.56164383561644,19.9013698630137,1,0,0,0,Core staff,2.0,48.0,2.0
2120,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.43287671232877,13.953424657534246,1,0,0,0,Drivers,2.0,9.0,1.0
2121,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,32.02191780821918,3.1835616438356165,1,1,0,0,Laborers,2.0,43.0,2.0
2122,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,32.75342465753425,2.4465753424657533,1,1,1,1,Laborers,2.0,39.0,2.0
2123,F,N,N,0,157500.0,Working,Secondary / secondary special,Separated,With parents,39.202739726027396,1.5013698630136987,1,1,1,0,Sales staff,1.0,15.0,2.0
2124,F,Y,N,1,175500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,32.07945205479452,13.652054794520549,1,0,0,0,Laborers,2.0,12.0,2.0
2125,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,Office apartment,41.342465753424655,18.523287671232875,1,0,0,0,Managers,3.0,33.0,2.0
2126,M,Y,N,0,247500.0,Commercial associate,Higher education,Married,House / apartment,44.57260273972603,2.2,1,1,0,0,Drivers,2.0,54.0,2.0
2127,F,N,N,1,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,27.016438356164382,0.0,1,0,0,0,No job,3.0,29.0,2.0
2128,M,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.153424657534245,5.446575342465754,1,1,0,0,Laborers,3.0,4.0,1.0
2129,F,Y,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,32.26575342465753,7.517808219178082,1,0,1,0,No job,4.0,11.0,2.0
2130,M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.38082191780822,2.6356164383561644,1,0,0,0,Laborers,1.0,4.0,1.0
2131,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.15068493150685,0.0,1,0,1,1,No job,2.0,19.0,2.0
2132,F,N,N,0,450000.0,Working,Higher education,Married,With parents,55.73424657534247,5.035616438356165,1,1,1,0,No job,2.0,17.0,2.0
2133,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,56.082191780821915,25.394520547945206,1,0,0,0,Core staff,1.0,6.0,2.0
2134,F,Y,N,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,38.97808219178082,6.024657534246575,1,0,0,0,No job,4.0,56.0,2.0
2135,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,30.991780821917807,1.2931506849315069,1,0,0,1,Sales staff,3.0,26.0,0.0
2136,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,35.416438356164385,5.693150684931507,1,1,1,1,Managers,4.0,43.0,2.0
2137,F,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,51.49041095890411,5.046575342465753,1,0,1,0,Cleaning staff,2.0,35.0,0.0
2138,M,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.73424657534247,8.254794520547945,1,1,0,1,Security staff,3.0,19.0,1.0
2139,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,40.59178082191781,4.580821917808219,1,0,0,0,Core staff,2.0,15.0,1.0
2140,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.69315068493151,5.975342465753425,1,0,0,0,Drivers,2.0,12.0,2.0
2141,M,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60.84931506849315,0.0,1,0,1,0,No job,2.0,27.0,2.0
2142,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.06027397260274,0.0,1,0,1,0,No job,1.0,12.0,2.0
2143,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,53.391780821917806,8.545205479452054,1,1,0,0,Sales staff,2.0,4.0,0.0
2144,F,N,N,0,157500.0,Working,Secondary / secondary special,Widow,Municipal apartment,57.95342465753425,10.665753424657535,1,0,1,0,No job,1.0,45.0,2.0
2145,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.082191780821915,9.221917808219178,1,0,0,0,Drivers,2.0,41.0,2.0
2146,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,42.81369863013698,6.342465753424658,1,0,0,0,No job,3.0,37.0,2.0
2147,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,47.27945205479452,8.865753424657534,1,0,0,0,Drivers,2.0,30.0,1.0
2148,F,Y,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,45.52328767123288,15.931506849315069,1,0,0,0,Core staff,1.0,39.0,1.0
2149,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,30.621917808219177,11.520547945205479,1,0,0,0,Laborers,3.0,13.0,2.0
2150,F,Y,Y,0,202500.0,State servant,Higher education,Single / not married,House / apartment,60.55068493150685,41.2,1,0,1,0,No job,1.0,46.0,0.0
2151,F,N,N,1,225000.0,Working,Incomplete higher,Married,With parents,43.33424657534247,20.216438356164385,1,0,0,0,Accountants,3.0,5.0,2.0
2152,F,Y,Y,0,225000.0,State servant,Higher education,Married,House / apartment,45.5972602739726,0.4931506849315068,1,0,0,0,Medicine staff,2.0,32.0,2.0
2153,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,54.9972602739726,0.6054794520547945,1,0,0,0,Medicine staff,2.0,5.0,1.0
2154,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,24.22739726027397,1.356164383561644,1,1,1,0,Laborers,3.0,28.0,2.0
2155,M,N,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,51.054794520547944,23.67945205479452,1,0,0,0,Managers,2.0,6.0,2.0
2156,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,50.64109589041096,16.528767123287672,1,0,1,0,Medicine staff,2.0,39.0,2.0
2157,M,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,55.273972602739725,7.1068493150684935,1,0,0,0,No job,2.0,41.0,2.0
2158,M,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,53.23561643835617,5.049315068493151,1,1,1,0,No job,2.0,54.0,2.0
2159,F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,23.224657534246575,2.5945205479452054,1,0,1,1,Laborers,1.0,13.0,1.0
2160,M,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,28.4027397260274,6.545205479452055,1,0,1,0,Sales staff,2.0,28.0,2.0
2161,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,44.917808219178085,20.194520547945206,1,1,0,0,Managers,2.0,5.0,2.0
2162,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.24657534246575,9.523287671232877,1,0,0,0,Drivers,2.0,45.0,2.0
2163,F,Y,Y,1,337500.0,Commercial associate,Higher education,Married,House / apartment,39.88493150684931,3.4246575342465753,1,0,0,0,High skill tech staff,3.0,2.0,1.0
2164,F,N,N,0,247500.0,Working,Higher education,Separated,House / apartment,51.221917808219175,4.931506849315069,1,0,1,0,High skill tech staff,1.0,23.0,2.0
2165,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,31.9013698630137,0.9424657534246575,1,0,0,0,Managers,2.0,15.0,2.0
2166,F,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,25.013698630136986,3.808219178082192,1,0,1,0,Core staff,1.0,12.0,2.0
2167,F,N,N,0,90000.0,State servant,Higher education,Civil marriage,Office apartment,54.443835616438356,12.353424657534246,1,1,0,0,No job,2.0,31.0,2.0
2168,F,N,Y,1,270000.0,Working,Higher education,Married,House / apartment,50.441095890410956,27.654794520547945,1,0,0,0,Core staff,3.0,59.0,2.0
2169,F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,23.224657534246575,2.5945205479452054,1,0,1,1,Laborers,1.0,8.0,2.0
2170,F,Y,N,0,130500.0,Working,Incomplete higher,Married,House / apartment,29.23013698630137,3.021917808219178,1,0,0,0,Accountants,2.0,30.0,2.0
2171,F,Y,N,1,145350.0,Commercial associate,Secondary / secondary special,Married,House / apartment,24.983561643835618,0.5068493150684932,1,0,0,0,Laborers,3.0,24.0,2.0
2172,F,N,Y,1,337500.0,State servant,Higher education,Separated,House / apartment,28.572602739726026,4.6438356164383565,1,0,0,0,Core staff,2.0,18.0,2.0
2173,F,N,N,0,315000.0,Working,Higher education,Separated,House / apartment,37.556164383561644,5.298630136986302,1,0,0,0,Private service staff,1.0,47.0,2.0
2174,F,N,Y,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.701369863013696,0.0,1,0,0,0,No job,2.0,24.0,2.0
2175,F,N,N,1,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,27.016438356164382,0.0,1,0,0,0,No job,3.0,36.0,2.0
2176,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,29.194520547945206,2.536986301369863,1,1,1,0,Laborers,3.0,8.0,2.0
2177,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.276712328767125,0.0,1,0,0,0,No job,2.0,46.0,1.0
2178,F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,38.73150684931507,9.73150684931507,1,0,0,1,Accountants,3.0,22.0,2.0
2179,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,25.816438356164383,3.8493150684931505,1,0,0,0,Laborers,3.0,10.0,2.0
2180,M,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,42.2,6.435616438356164,1,1,0,0,Managers,2.0,23.0,2.0
2181,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.367123287671234,7.389041095890411,1,0,0,0,Managers,2.0,45.0,2.0
2182,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,24.931506849315067,3.1041095890410957,1,0,0,0,Managers,1.0,19.0,1.0
2183,F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.14794520547945,5.928767123287671,1,0,1,1,High skill tech staff,1.0,25.0,2.0
2184,M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,37.986301369863014,15.545205479452054,1,1,1,0,Core staff,4.0,44.0,2.0
2185,F,N,N,0,117000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,24.252054794520546,2.3835616438356166,1,0,0,0,HR staff,1.0,14.0,2.0
2186,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.53972602739726,12.69041095890411,1,1,1,0,Cooking staff,2.0,5.0,0.0
2187,M,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.23013698630137,2.0356164383561643,1,0,1,0,Laborers,2.0,21.0,2.0
2188,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,24.556164383561644,4.071232876712329,1,0,1,0,Core staff,3.0,32.0,0.0
2189,F,N,N,0,33750.0,Pensioner,Higher education,Married,House / apartment,52.202739726027396,0.0,1,0,0,0,No job,2.0,7.0,2.0
2190,F,N,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,34.367123287671234,2.0493150684931507,1,0,0,0,Sales staff,2.0,16.0,1.0
2191,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,30.005479452054793,9.8,1,1,0,0,Laborers,2.0,53.0,1.0
2192,F,N,N,0,112500.0,Commercial associate,Lower secondary,Married,Municipal apartment,52.10958904109589,0.6328767123287671,1,0,0,0,Sales staff,2.0,13.0,1.0
2193,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.18904109589041,7.457534246575342,1,0,0,0,No job,2.0,3.0,1.0
2194,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36.25479452054795,7.473972602739726,1,0,0,0,No job,3.0,44.0,2.0
2195,M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.227397260273975,23.23013698630137,1,0,0,0,Private service staff,3.0,22.0,2.0
2196,F,Y,Y,0,463500.0,Working,Higher education,Married,House / apartment,57.11780821917808,11.205479452054794,1,1,1,0,Managers,2.0,38.0,0.0
2197,M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,63.26849315068493,1.8054794520547945,1,1,0,0,Security staff,2.0,14.0,2.0
2198,M,N,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,52.40821917808219,2.208219178082192,1,0,0,1,No job,3.0,7.0,1.0
2199,F,N,Y,1,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,31.17808219178082,4.219178082191781,1,0,0,1,Laborers,3.0,6.0,2.0
2200,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,40.81369863013698,9.41095890410959,1,1,1,1,No job,2.0,45.0,2.0
2201,F,N,N,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,42.31506849315068,7.534246575342466,1,0,0,0,Core staff,3.0,32.0,2.0
2202,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.11780821917808,1.4273972602739726,1,1,0,0,No job,2.0,40.0,2.0
2203,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.04931506849315,9.46027397260274,1,0,0,0,Laborers,2.0,26.0,2.0
2204,M,Y,N,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,41.66301369863014,8.76986301369863,1,0,0,0,Core staff,4.0,59.0,2.0
2205,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,24.515068493150686,0.6301369863013698,1,0,1,0,Sales staff,2.0,8.0,2.0
2206,F,Y,N,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,40.298630136986304,2.5506849315068494,1,0,0,0,Sales staff,2.0,1.0,1.0
2207,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.41917808219178,0.0,1,0,1,0,No job,1.0,35.0,0.0
2208,M,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,55.16712328767123,4.917808219178082,1,0,1,0,Security staff,2.0,25.0,2.0
