gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,child_num_over_five,duplicated_num,before_employed
1,1,1,1,12.66032791780777,0,1,1,1,47.58904109589041,0.8535405650152884,0,0,0,6,3.0,38.0,2.0,False,3,46.73550053087512
0,1,1,0,12.419165860990882,4,4,1,1,50.09041095890411,1.3985477479256556,0,0,0,12,2.0,11.0,2.0,False,8,48.691863210978454
1,0,1,0,10.313940202155331,1,3,1,1,65.12328767123287,0.0,0,0,0,12,2.0,39.0,2.0,False,2,65.12328767123287
0,0,1,0,11.845819880243557,1,4,2,1,60.78082191780822,0.0,0,0,0,12,1.0,9.0,2.0,False,1,60.78082191780822
1,1,1,2,11.356271654924852,4,4,1,1,39.106849315068494,2.24449151196513,0,0,0,12,4.0,35.0,2.0,False,8,36.862357803103365
1,1,1,0,11.813030057420567,4,4,1,1,39.71232876712329,2.361112432441336,0,1,0,8,2.0,1.0,1.0,False,1,37.35121633468195
1,0,0,0,12.323855681186558,4,1,1,1,33.016438356164386,2.628433582244202,0,0,0,8,2.0,50.0,2.0,False,1,30.388004773920184
0,0,1,0,12.323855681186558,0,1,3,1,54.18356164383562,2.981938951421655,1,1,0,3,1.0,17.0,2.0,False,3,51.20162269241396
0,1,0,0,11.744037185933616,2,2,3,1,32.81643835616438,2.725432496438324,1,0,0,3,1.0,48.0,2.0,False,5,30.09100585972606
0,0,0,3,11.630708500626612,4,2,1,2,42.32054794520548,2.049899862579361,1,0,0,15,5.0,51.0,2.0,False,2,40.270648082626124
0,0,0,0,12.911642346088676,4,1,1,1,29.386301369863013,1.8346614907722645,1,1,0,12,2.0,8.0,2.0,False,4,27.551639879090747
0,1,1,1,11.813030057420567,0,4,1,1,30.572602739726022,1.2075281205282131,0,0,0,15,3.0,48.0,2.0,False,5,29.36507461919781
1,0,1,0,12.793859310432293,0,4,1,1,34.2,2.490371144260079,0,0,0,10,2.0,46.0,2.0,False,9,31.709628855739922
0,0,1,0,11.967180737247824,0,4,1,1,53.84657534246576,1.7573854393956985,0,1,0,12,2.0,31.0,1.0,False,1,52.089189903070064
0,0,1,0,11.630708500626612,1,1,3,1,59.65753424657535,0.0,0,0,0,12,1.0,21.0,0.0,False,2,59.65753424657535
1,1,1,0,12.100712129872347,4,4,1,1,34.21369863013699,1.1140181212280362,0,0,1,8,2.0,10.0,2.0,False,4,33.09968050890895
1,0,1,0,11.589886506106357,4,4,1,1,43.827397260273976,3.0498571716036116,1,1,0,8,2.0,49.0,1.0,False,1,40.777540088670364
1,1,0,3,12.323855681186558,0,4,1,2,37.48767123287672,3.0172792823726717,0,0,0,8,5.0,30.0,2.0,False,1,34.47039195050405
1,0,1,0,11.813030057420567,4,4,3,1,34.59178082191781,2.741281817614737,0,0,0,8,1.0,18.0,2.0,False,2,31.85049900430307
1,1,0,0,12.100712129872347,4,4,3,1,55.18356164383562,0.25919803490944154,0,0,0,6,1.0,14.0,2.0,False,1,54.92436360892618
1,1,1,2,12.506177237980511,4,4,1,1,36.602739726027394,2.500986715433363,0,0,0,8,4.0,33.0,2.0,False,3,34.10175301059403
0,0,1,0,11.119882876860622,1,4,4,1,63.2,0.0,0,1,0,12,1.0,3.0,1.0,False,1,63.2
1,1,1,1,12.506177237980511,4,4,1,1,36.18356164383562,1.5765750275814139,0,0,0,9,3.0,4.0,0.0,False,5,34.606986616254204
0,0,1,0,11.119882876860622,4,4,1,1,42.945205479452056,0.5739933427697832,0,0,1,11,2.0,41.0,2.0,False,3,42.371212136682274
1,1,0,0,12.506177237980511,1,1,1,1,62.96438356164384,0.0,0,0,0,12,2.0,39.0,2.0,False,4,62.96438356164384
0,1,0,0,12.66032791780777,4,4,1,1,53.26301369863014,2.496031750340707,0,0,0,10,2.0,41.0,1.0,False,5,50.766981948289434
1,0,1,2,13.017002861746503,0,1,1,1,33.52876712328767,1.9447352908821889,1,1,0,10,4.0,40.0,2.0,False,11,31.584031832405483
1,0,1,0,12.100712129872347,0,1,3,1,33.75068493150685,1.727647036906012,0,0,0,12,1.0,37.0,2.0,False,2,32.02303789460083
0,0,1,0,11.547326891687561,0,4,1,1,50.11506849315069,1.010853434379444,1,1,0,8,2.0,42.0,2.0,False,5,49.104215058771246
1,1,1,2,12.729320789294722,2,4,1,3,35.553424657534244,2.474579535632151,0,0,0,8,4.0,20.0,2.0,False,5,33.07884512190209
0,0,1,0,12.323855681186558,0,4,0,1,35.74246575342466,1.043225069236937,0,0,0,12,2.0,50.0,2.0,False,3,34.69924068418772
0,0,1,1,11.630708500626612,4,4,3,1,51.273972602739725,2.1809590660584943,1,0,0,16,2.0,48.0,2.0,False,5,49.093013536681234
1,1,0,0,11.813030057420567,4,4,1,1,48.131506849315066,1.0227465378933962,0,0,1,4,2.0,32.0,2.0,False,5,47.10876031142167
0,0,1,0,11.813030057420567,1,4,1,1,57.50410958904109,0.0,0,1,0,12,2.0,19.0,1.0,False,5,57.50410958904109
0,0,1,2,11.877568578558138,4,4,1,1,37.33972602739726,1.1149169976930533,1,0,0,12,4.0,37.0,2.0,False,1,36.22480902970421
0,0,1,0,12.419165860990882,4,1,1,1,54.38904109589041,0.4369283775639494,0,1,0,15,2.0,34.0,2.0,False,6,53.95211271832646
0,0,0,0,11.70766954176274,0,4,0,1,59.14246575342466,2.689430435592945,0,0,0,8,2.0,30.0,0.0,False,2,56.45303531783171
0,0,0,0,11.630708500626612,0,4,1,5,46.515068493150686,1.1784442259751793,0,0,0,12,2.0,15.0,2.0,False,5,45.33662426717551
0,0,1,1,11.813030057420567,4,4,4,1,42.945205479452056,0.6073803588025203,0,0,0,15,2.0,2.0,1.0,False,3,42.33782512064953
1,1,1,0,12.323855681186558,1,1,1,1,66.20821917808219,0.0,0,0,0,12,2.0,31.0,1.0,False,9,66.20821917808219
0,1,1,1,12.47227568630483,2,1,1,1,41.23287671232877,1.697498966630303,0,0,0,10,3.0,59.0,2.0,False,3,39.53537774569846
1,1,1,0,11.813030057420567,0,1,0,1,25.46301369863014,1.3787315887381908,1,1,0,15,2.0,22.0,2.0,False,1,24.084282109891948
0,1,0,0,12.58621994565405,0,4,1,1,54.62739726027397,2.9044277589800456,1,0,0,10,2.0,16.0,0.0,False,4,51.722969501293925
0,1,0,0,11.547326891687561,4,4,1,1,54.2054794520548,0.8441618327288559,1,1,0,8,2.0,8.0,1.0,False,1,53.361317619325945
0,0,0,0,11.669929213779893,0,4,3,5,27.454794520547942,0.8969263646923639,0,0,0,15,1.0,34.0,2.0,False,2,26.55786815585558
1,0,0,0,11.407564949312402,4,4,3,5,24.435616438356163,1.2794106159215428,0,0,0,8,1.0,26.0,2.0,False,2,23.15620582243462
0,0,0,2,12.173032791451973,4,1,1,5,41.12602739726027,3.0846710157257893,1,1,0,12,4.0,8.0,1.0,False,3,38.041356381534484
0,1,1,2,12.631340380934517,4,4,1,1,35.78356164383562,1.6601831114393357,0,0,0,12,4.0,38.0,2.0,False,6,34.12337853239628
0,0,1,0,11.630708500626612,4,4,1,1,52.76986301369863,2.71169651325523,0,0,0,15,2.0,38.0,2.0,False,4,50.058166500443406
1,0,0,0,12.100712129872347,4,4,3,5,35.02465753424657,1.650763889522844,0,0,0,4,1.0,4.0,1.0,False,3,33.37389364472373
0,1,0,0,11.302204433654575,4,4,1,1,44.654794520547945,1.6039433931164597,1,1,0,15,2.0,31.0,2.0,False,2,43.050851127431486
0,0,0,0,11.813030057420567,4,4,1,1,46.96712328767124,2.77805321671186,0,1,0,12,2.0,30.0,1.0,False,8,44.18907007095938
1,1,0,0,13.199324418540456,0,1,1,5,37.824657534246576,2.743928488767112,1,1,0,7,2.0,47.0,2.0,False,1,35.080729045479465
0,0,1,0,11.967180737247824,0,4,2,1,32.9013698630137,1.830716712481248,0,1,0,15,1.0,2.0,1.0,False,6,31.07065315053245
0,0,0,1,11.70766954176274,4,4,0,1,34.83835616438356,0.7307860320598802,1,0,0,3,3.0,20.0,0.0,False,2,34.10757013232368
0,0,1,1,11.630708500626612,4,1,1,5,26.293150684931508,1.028640464582174,0,0,0,3,3.0,3.0,1.0,False,1,25.264510220349333
0,0,1,0,11.119882876860622,1,4,1,1,55.271232876712325,0.0,0,0,0,12,2.0,49.0,2.0,False,1,55.271232876712325
0,0,0,0,11.589886506106357,1,4,4,1,60.772602739726025,0.0,0,0,0,12,1.0,49.0,2.0,False,6,60.772602739726025
0,0,0,2,11.119882876860622,4,4,1,2,38.057534246575344,0.5184675823537198,1,1,0,3,4.0,52.0,2.0,False,3,37.53906666422162
0,0,1,2,11.813030057420567,4,2,1,1,29.035616438356165,1.9400220064300908,0,0,1,15,4.0,3.0,1.0,False,2,27.095594431926074
0,1,0,0,11.813030057420567,0,4,1,1,28.616438356164384,0.5200975745646509,0,0,0,8,2.0,34.0,2.0,False,10,28.096340781599732
0,0,1,0,11.967180737247824,4,4,0,1,38.13972602739726,2.0749795469763845,0,0,0,15,2.0,9.0,2.0,False,1,36.06474648042087
1,1,0,2,13.017002861746503,4,4,1,1,41.013698630136986,3.0291405529059494,0,0,1,4,4.0,19.0,2.0,False,7,37.984558077231036
1,0,0,0,12.538967060803502,2,1,3,1,30.252054794520543,2.271702126762972,0,0,0,3,1.0,31.0,1.0,False,1,27.980352667757572
1,1,1,0,12.506177237980511,4,1,1,1,29.97808219178082,0.755542996785156,0,0,0,4,2.0,13.0,2.0,False,4,29.222539194995665
0,1,0,0,11.302204433654575,0,2,1,1,47.92602739726028,2.0055442954777947,1,0,0,12,2.0,19.0,2.0,False,5,45.92048310178248
0,0,0,0,13.017002861746503,1,4,1,2,58.64657534246575,0.0,0,0,0,12,2.0,5.0,2.0,False,2,58.64657534246575
0,0,0,0,11.967180737247824,4,4,1,1,50.53972602739726,2.6166956577617135,1,1,0,2,2.0,3.0,0.0,False,4,47.92303036963554
0,0,1,0,11.407564949312402,4,4,1,1,53.293150684931504,1.4671797062985206,1,0,0,15,2.0,18.0,1.0,False,5,51.82597097863298
0,0,0,0,13.017002861746503,4,1,1,1,29.96986301369863,1.9835490005552483,1,0,0,10,2.0,15.0,2.0,False,2,27.986314013143385
0,0,1,0,12.323855681186558,4,4,1,1,57.92876712328767,1.7291065360704656,0,0,0,15,2.0,25.0,2.0,False,4,56.1996605872172
1,1,1,0,12.100712129872347,0,4,0,1,31.356164383561644,2.311857043792706,0,0,0,15,2.0,15.0,0.0,False,1,29.044307339768938
0,1,1,2,11.877568578558138,4,1,1,1,39.153424657534245,0.8991585084763045,0,0,1,0,4.0,25.0,2.0,False,5,38.25426614905794
0,0,1,0,11.813030057420567,4,4,0,1,50.88493150684931,1.2663686205511466,0,1,0,2,2.0,3.0,1.0,False,1,49.618562886298164
1,1,0,0,12.100712129872347,4,4,1,1,30.257534246575343,2.0711883999231153,0,0,0,12,2.0,24.0,2.0,False,1,28.186345846652227
0,0,0,0,10.809727948556782,4,4,1,1,50.92328767123288,0.42803943014670337,1,0,0,1,2.0,20.0,2.0,False,2,50.49524824108617
0,0,1,0,11.407564949312402,0,1,2,1,50.37260273972603,3.224122311927164,0,0,0,3,1.0,59.0,2.0,False,3,47.148480427798866
1,0,1,2,12.793859310432293,2,1,1,1,43.90958904109589,2.800283839170861,0,1,0,10,4.0,45.0,1.0,False,5,41.10930520192503
1,1,1,0,13.017002861746503,0,1,1,1,50.30684931506849,1.926545781873522,0,0,0,11,2.0,22.0,2.0,False,3,48.38030353319497
0,0,1,0,12.419165860990882,0,1,4,1,63.942465753424656,1.4766107727437283,0,1,0,12,1.0,7.0,0.0,False,1,62.46585498068093
1,0,1,2,11.813030057420567,0,4,1,1,34.02191780821918,0.48191866382360665,1,1,0,8,4.0,51.0,2.0,False,5,33.53999914439557
0,0,0,1,11.589886506106357,0,4,1,1,41.50684931506849,1.0885158284171,0,0,0,11,3.0,42.0,2.0,False,3,40.41833348665139
0,1,1,1,11.119882876860622,4,4,0,1,40.23561643835617,2.3853637804864567,1,0,0,2,3.0,16.0,2.0,False,2,37.85025265786971
0,1,0,1,11.119882876860622,2,4,1,1,41.50958904109589,1.431162951636141,0,0,0,3,3.0,58.0,2.0,False,2,40.078426089459754
1,1,1,1,11.630708500626612,4,4,1,1,34.44109589041096,0.8045170013816154,1,0,1,4,3.0,28.0,2.0,False,6,33.63657888902935
0,1,1,1,12.58621994565405,4,4,1,1,34.9041095890411,2.3608540011180215,0,0,0,3,3.0,4.0,1.0,False,2,32.54325558792308
0,0,1,1,12.419165860990882,0,2,1,1,29.90684931506849,1.2593945512150733,0,0,0,0,3.0,31.0,2.0,False,1,28.647454763853418
0,1,1,0,12.793859310432293,4,4,2,1,29.03287671232877,0.9449181256257714,1,0,0,11,1.0,3.0,1.0,False,1,28.087958586702996
0,1,1,2,11.630708500626612,4,4,1,1,35.69315068493151,0.25070541486378783,0,1,0,15,4.0,4.0,1.0,False,7,35.44244527006772
1,1,1,1,12.506177237980511,0,1,2,1,41.59452054794521,0.48191866382360665,0,0,1,6,2.0,45.0,0.0,False,1,41.1126018841216
0,0,0,0,11.502875129116727,1,4,3,1,59.80821917808219,0.0,0,0,0,12,1.0,33.0,2.0,False,1,59.80821917808219
0,0,0,0,11.184421397998193,4,4,3,1,51.50410958904109,1.6127201910920193,1,0,0,1,1.0,2.0,1.0,False,6,49.89138939794908
0,1,1,1,11.967180737247824,4,1,1,1,45.6986301369863,2.0523659550745545,0,0,0,10,3.0,9.0,2.0,False,3,43.64626418191175
1,1,0,0,12.506177237980511,2,1,3,5,36.52328767123288,2.353590674763413,0,0,0,0,1.0,29.0,2.0,False,1,34.16969699646947
1,1,0,0,12.218495165528731,0,4,1,1,44.44931506849315,2.085927312836426,0,0,0,17,2.0,11.0,0.0,False,4,42.363387755656724
1,1,1,0,12.323855681186558,2,1,1,1,32.5972602739726,2.04139821732404,0,0,0,12,2.0,53.0,1.0,False,3,30.55586205664856
0,0,1,1,12.729320789294722,4,4,1,1,35.04109589041096,2.3145678071766937,0,0,1,3,3.0,24.0,1.0,False,3,32.726528083234264
1,0,0,1,12.218495165528731,4,4,2,1,22.66849315068493,1.1095115791261454,1,1,0,8,2.0,28.0,2.0,False,3,21.558981571558785
0,0,0,0,12.100712129872347,4,1,3,1,37.31232876712329,0.7201758529478647,0,0,0,7,1.0,51.0,2.0,False,4,36.59215291417542
0,1,1,0,12.66032791780777,0,2,3,1,25.013698630136982,1.5703267823174747,0,1,0,3,1.0,41.0,2.0,False,10,23.443371847819506
0,0,1,2,12.100712129872347,0,4,1,1,28.64109589041096,0.8685958580661378,0,0,1,6,4.0,27.0,1.0,False,7,27.772500032344823
0,0,0,0,11.908340237224891,1,4,4,1,56.77534246575343,0.0,0,1,0,12,1.0,19.0,0.0,False,5,56.77534246575343
0,0,0,0,11.119882876860622,2,4,1,2,46.86027397260274,2.22839281802456,1,0,0,3,2.0,36.0,2.0,False,4,44.63188115457818
0,0,0,0,11.119882876860622,4,4,0,1,42.63835616438356,0.6133327573298155,0,0,0,2,2.0,54.0,2.0,False,8,42.025023407053745
1,1,1,2,12.218495165528731,0,1,1,1,50.14246575342466,1.9197389487851004,0,0,0,10,4.0,43.0,1.0,False,1,48.22272680463956
0,1,1,2,12.506177237980511,4,4,0,1,34.917808219178085,0.891324109143694,0,0,1,3,4.0,31.0,1.0,False,5,34.02648411003439
0,0,0,2,11.589886506106357,0,4,1,1,37.24931506849315,1.531402321573411,1,1,0,3,4.0,41.0,2.0,False,4,35.717912746919744
1,1,0,0,12.100712129872347,4,4,1,1,35.18082191780822,1.2952899665962172,0,0,0,4,2.0,26.0,2.0,False,1,33.885531951212
0,0,1,0,12.100712129872347,1,1,2,1,58.72054794520548,0.0,0,0,0,12,1.0,7.0,2.0,False,2,58.72054794520548
1,1,0,0,11.813030057420567,4,4,1,1,33.484931506849314,0.42803943014670337,0,0,0,4,2.0,4.0,2.0,False,2,33.05689207670261
1,1,1,1,12.793859310432293,0,1,1,1,41.00547945205479,2.0259829631550685,0,1,0,10,3.0,11.0,2.0,False,5,38.97949648889973
0,1,1,0,11.813030057420567,4,4,0,1,45.21917808219178,3.175996921840768,0,0,0,8,2.0,6.0,2.0,False,4,42.04318116035101
0,0,0,1,11.813030057420567,0,4,3,1,40.84109589041096,2.0742913157035203,0,0,0,15,2.0,5.0,2.0,False,4,38.76680457470744
0,0,1,1,11.813030057420567,0,1,1,1,26.78904109589041,2.1941757944868607,1,0,1,3,3.0,7.0,2.0,False,3,24.59486530140355
0,0,1,0,12.48937011966413,2,1,1,1,48.27945205479452,2.787713490124876,0,0,0,10,2.0,47.0,2.0,False,1,45.491738564669646
1,0,1,1,12.323855681186558,4,1,1,1,28.44383561643836,1.3766590491362185,0,1,0,15,3.0,10.0,2.0,False,9,27.06717656730214
0,1,1,2,11.744037185933616,4,4,1,1,40.91232876712328,0.2570816320030639,0,0,0,17,4.0,20.0,2.0,False,3,40.65524713512021
0,1,0,0,12.323855681186558,4,4,4,1,34.30684931506849,0.9856123164523258,1,0,0,8,1.0,16.0,1.0,False,8,33.321236998616165
0,0,0,0,11.245046019814627,1,4,1,1,56.41643835616439,0.0,0,1,0,12,2.0,3.0,1.0,False,11,56.41643835616439
1,1,1,0,12.66032791780777,0,4,1,1,59.18082191780822,1.68335017072087,0,1,0,10,2.0,11.0,2.0,False,2,57.497471747087346
0,0,1,0,12.100712129872347,0,4,1,1,48.81095890410959,1.508633213312135,0,0,0,11,2.0,12.0,1.0,False,4,47.30232569079745
0,0,0,0,12.100712129872347,0,4,1,1,65.02465753424657,2.869143457276311,0,0,0,10,2.0,27.0,2.0,False,4,62.15551407697026
1,1,1,0,12.323855681186558,0,1,3,5,29.263013698630136,1.9309256415528244,0,1,0,15,1.0,15.0,2.0,False,4,27.33208805707731
0,0,1,0,12.283033686666302,4,4,3,1,49.14246575342466,2.2372060360568096,0,0,0,11,1.0,24.0,1.0,False,12,46.90525971736785
0,0,1,0,11.407564949312402,1,4,1,1,55.78630136986301,0.0,0,0,0,12,2.0,24.0,2.0,False,5,55.78630136986301
0,0,0,0,11.967180737247824,0,4,1,1,43.88219178082192,1.5748748288153787,0,0,0,8,2.0,16.0,2.0,False,4,42.30731695200654
0,0,0,0,12.100712129872347,4,4,2,1,37.73698630136986,2.1226715934057636,0,0,0,2,1.0,48.0,1.0,False,6,35.6143147079641
0,0,1,2,11.813030057420567,4,2,1,1,29.035616438356165,1.9400220064300908,0,0,1,15,4.0,15.0,2.0,False,4,27.095594431926074
0,0,1,0,12.911642346088676,0,4,1,1,60.66301369863014,3.2497371432762963,0,1,0,12,2.0,10.0,2.0,False,3,57.41327655535384
0,1,0,0,10.545999117127494,1,4,1,1,57.44931506849315,0.0,0,1,0,12,2.0,59.0,2.0,False,2,57.44931506849315
0,0,0,0,12.218495165528731,4,4,2,1,46.21369863013699,2.517696472610991,0,0,0,8,1.0,25.0,2.0,False,3,43.696002157525996
0,0,0,0,12.323855681186558,2,4,1,5,33.61369863013699,0.42982355194020483,0,1,0,11,2.0,-0.0,1.0,False,3,33.183875078196785
1,1,1,0,12.313805345333055,4,1,1,1,46.42191780821918,1.5319945632253087,0,0,0,4,2.0,58.0,2.0,False,4,44.88992324499387
1,1,1,0,12.944432168911668,4,1,1,1,52.15890410958904,0.1823215567939546,0,1,0,12,2.0,36.0,2.0,False,3,51.97658255279509
0,0,1,1,12.729320789294722,0,1,3,1,39.47397260273973,0.7797018322618915,0,0,0,0,2.0,41.0,2.0,False,9,38.694270770477836
0,0,1,0,11.407564949312402,0,4,3,1,54.221917808219175,2.2711368356229893,0,1,0,12,1.0,48.0,1.0,False,2,51.950780972596185
0,0,1,0,11.119882876860622,4,4,3,5,25.013698630136982,1.9120760760395314,0,0,0,6,1.0,7.0,2.0,False,4,23.10162255409745
0,0,1,0,12.323855681186558,0,4,2,1,43.6,2.7560137571455687,0,0,0,13,1.0,13.0,2.0,False,2,40.843986242854434
1,1,1,1,12.196022309676673,4,4,1,1,42.26575342465753,2.3085943981578896,1,1,0,4,3.0,55.0,2.0,False,5,39.957159026499646
0,0,1,0,12.218495165528731,0,4,1,1,43.67397260273973,2.8316004404807513,0,0,0,10,2.0,17.0,2.0,False,8,40.84237216225898
0,0,1,2,12.66032791780777,2,4,2,2,33.24383561643835,0.4226678863447926,0,0,1,8,3.0,36.0,0.0,False,1,32.82116773009356
1,1,1,0,11.967180737247824,1,4,1,1,50.12328767123287,0.0,0,1,0,12,2.0,31.0,2.0,False,1,50.12328767123287
0,0,0,2,11.813030057420567,4,1,0,1,37.35342465753425,2.9113078339803966,1,0,0,0,4.0,53.0,2.0,False,4,34.44211682355385
0,1,0,0,11.877568578558138,4,4,4,1,39.47123287671233,1.544351295914214,0,0,0,5,1.0,19.0,2.0,False,13,37.92688158079812
1,0,0,0,11.744037185933616,4,1,3,1,34.56438356164384,1.8271971311973503,1,1,0,3,1.0,9.0,2.0,False,4,32.737186430446485
1,1,0,0,13.36059256613658,4,1,1,1,47.95068493150685,2.18743557289086,1,1,0,10,2.0,9.0,2.0,False,2,45.76324935861599
0,0,0,0,13.017002861746503,4,1,2,1,52.18082191780822,1.3204764831414582,0,1,0,3,1.0,56.0,1.0,False,3,50.86034543466676
0,1,1,0,11.813030057420567,0,4,1,1,33.35616438356164,1.6110803984316038,1,0,0,3,2.0,33.0,2.0,False,8,31.745083985130037
1,0,0,1,12.283033686666302,4,4,1,2,35.46849315068493,2.031387407943399,0,0,1,8,3.0,36.0,1.0,False,1,33.43710574274153
0,0,1,1,11.967180737247824,4,2,3,5,31.495890410958904,0.7161678315503258,0,0,0,3,2.0,16.0,0.0,False,2,30.779722579408578
0,0,1,0,12.218495165528731,4,1,1,1,59.35342465753425,3.014997555324076,0,1,0,3,2.0,21.0,2.0,False,4,56.33842710221017
0,0,1,0,11.630708500626612,4,4,1,1,37.99452054794521,0.7593965661011459,0,0,0,8,2.0,14.0,2.0,False,5,37.23512398184406
1,0,1,2,12.729320789294722,0,4,1,1,26.663013698630134,0.3127087421690272,0,0,0,9,4.0,1.0,1.0,False,2,26.35030495646111
0,0,1,1,11.669929213779893,4,4,4,1,46.56712328767123,0.569352963213281,1,1,0,12,2.0,34.0,2.0,False,1,45.997770324457946
0,0,1,0,12.506177237980511,4,1,1,1,33.673972602739724,1.3571053535095812,0,0,0,12,2.0,59.0,2.0,False,5,32.31686724923014
0,0,1,0,11.547326891687561,2,4,0,1,30.03013698630137,0.8311207468995916,0,0,0,2,2.0,59.0,1.0,False,2,29.199016239401775
0,1,1,0,12.100712129872347,0,1,4,1,53.394520547945206,2.747270914255491,0,1,0,10,1.0,27.0,2.0,False,1,50.64724963368971
0,0,1,0,11.302204433654575,2,4,1,1,41.394520547945206,3.1474533898992285,0,0,0,11,2.0,17.0,2.0,False,1,38.24706715804598
1,0,1,0,11.650511127922792,1,4,2,1,58.26849315068493,0.0,0,0,0,12,1.0,23.0,2.0,False,5,58.26849315068493
0,1,1,1,11.967180737247824,4,4,3,1,29.235616438356164,1.4970512490385224,0,0,0,13,2.0,4.0,1.0,False,3,27.73856518931764
0,1,0,3,13.017002861746503,0,1,1,2,37.86301369863013,1.7798162863838807,0,1,0,3,5.0,24.0,2.0,False,1,36.08319741224624
0,0,1,0,11.407564949312402,0,4,0,1,24.756164383561643,1.4499763511558454,1,0,0,8,2.0,14.0,2.0,False,1,23.306188032405796
0,1,1,0,12.793859310432293,0,4,1,2,45.14246575342466,2.2203939603860694,0,0,0,0,2.0,59.0,2.0,False,4,42.92207179303859
1,1,1,2,12.100712129872347,4,4,0,1,35.778082191780825,2.6522768067289912,0,0,0,8,4.0,49.0,0.0,False,7,33.125805385051834
1,1,0,0,11.813030057420567,4,1,1,1,42.51780821917808,1.879569613875833,1,0,0,12,2.0,27.0,2.0,False,3,40.63823860530225
1,0,1,2,12.100712129872347,4,4,1,1,29.15068493150685,1.6278966341389525,1,1,0,8,4.0,22.0,0.0,False,2,27.522788297367896
1,0,1,1,12.218495165528731,4,4,1,1,40.038356164383565,0.9331343792037091,0,0,0,8,3.0,45.0,2.0,False,2,39.10522178517986
1,0,0,0,12.218495165528731,4,4,1,2,48.48219178082192,0.755542996785156,0,0,0,8,2.0,24.0,1.0,False,1,47.72664878403676
1,0,1,0,12.854483932248728,1,4,4,1,59.37808219178082,0.0,0,0,0,12,1.0,18.0,2.0,False,5,59.37808219178082
0,1,1,0,11.967180737247824,4,1,1,1,29.0027397260274,0.567801372521862,0,0,0,15,2.0,20.0,1.0,False,3,28.434938353505537
0,1,0,1,12.419165860990882,4,4,1,1,50.50410958904109,2.0544749189493747,1,1,0,10,3.0,52.0,2.0,False,2,48.44963467009172
1,1,1,2,12.261980277468469,4,4,1,1,28.58904109589041,2.217415108019482,0,0,0,12,4.0,10.0,2.0,False,1,26.371625987870928
0,0,1,0,11.245046019814627,1,4,1,1,61.1013698630137,0.0,0,0,0,12,2.0,13.0,2.0,False,7,61.1013698630137
0,1,0,2,11.630708500626612,4,4,0,1,29.22739726027397,0.7412848161580998,1,1,0,15,4.0,10.0,2.0,False,7,28.48611244411587
0,1,1,0,12.911642346088676,0,4,1,1,52.93424657534246,2.020912325706109,0,0,1,12,2.0,8.0,1.0,False,1,50.91333424963636
1,0,1,1,11.813030057420567,4,4,1,1,46.99178082191781,1.5525050976411467,0,0,0,4,3.0,47.0,0.0,False,3,45.43927572427666
0,0,1,0,11.813030057420567,0,4,1,1,30.367123287671237,2.1269262226351375,0,0,0,10,2.0,43.0,2.0,False,3,28.2401970650361
1,1,1,0,12.506177237980511,0,1,1,1,58.2027397260274,1.7663245720802336,0,0,0,10,2.0,18.0,2.0,False,2,56.436415153947166
0,0,1,1,11.813030057420567,4,1,1,1,29.17808219178082,2.2685890635441903,0,0,0,0,3.0,15.0,2.0,False,10,26.90949312823663
0,0,1,0,12.47227568630483,0,4,3,1,23.22465753424657,1.2794106159215428,0,1,1,8,1.0,15.0,2.0,False,5,21.94524691832503
0,0,0,1,12.218495165528731,4,4,1,1,33.00547945205479,2.3449620423287647,0,0,0,10,3.0,19.0,2.0,False,8,30.66051740972603
1,1,1,1,12.506177237980511,4,4,1,1,36.18356164383562,1.5765750275814139,0,0,0,9,3.0,36.0,2.0,False,2,34.606986616254204
0,0,1,0,12.323855681186558,1,4,0,1,60.50410958904109,0.0,0,0,0,12,2.0,50.0,2.0,False,3,60.50410958904109
1,1,1,2,11.744037185933616,4,4,1,1,29.019178082191782,0.755542996785156,1,1,1,4,4.0,29.0,2.0,False,1,28.263635085406627
1,1,1,0,11.119882876860622,4,4,1,1,44.75890410958904,2.136676056124821,1,1,0,12,2.0,46.0,2.0,False,2,42.62222805346422
0,0,1,0,11.302204433654575,1,4,1,1,58.87671232876713,0.0,0,0,0,12,2.0,54.0,2.0,False,2,58.87671232876713
0,0,0,0,11.813030057420567,4,4,1,1,42.35342465753425,1.0148335391360708,0,0,0,15,2.0,2.0,1.0,False,2,41.33859111839818
0,1,1,0,13.199324418540456,1,1,1,1,58.32876712328767,0.0,0,0,0,12,2.0,13.0,0.0,False,1,58.32876712328767
0,0,0,1,11.245046019814627,4,1,1,1,43.602739726027394,1.1476198677748042,1,1,0,15,3.0,14.0,1.0,False,6,42.45511985825259
1,1,1,0,12.616525295149378,4,4,1,4,24.68219178082192,1.2140587559835434,0,0,0,8,2.0,11.0,1.0,False,5,23.468133024838377
0,0,1,0,11.407564949312402,0,4,2,1,54.43013698630137,1.0894379123920683,0,0,1,12,1.0,15.0,1.0,False,2,53.3406990739093
0,0,1,0,11.908340237224891,4,1,1,1,48.33150684931507,1.2341963676103744,0,0,0,3,2.0,20.0,2.0,False,5,47.097310481704696
